zip,qualified,kw_total
92120,9115,199397.75
92121,2578,282474.25
92122,6272,139891.5
92123,7420,248365.25
92124,6815,119195.25
92126,16977,332173.25
92127,12089,307133.25
92128,13529,284428.5
92129,13604,214925
92130,12791,215172.75
92131,9893,195655
92132,19,3762
92134,34,3957.25
92136,113,10085.25
92139,7393,123910.75
92140,94,9712.25
92145,265,23208
92147,35,3027
92154,15239,361776
92155,178,11546
92161,127,10375.5
92173,15,73.75
92173,3408,63314.5
92179,141,12893.75
92179,2,28.75
92182,143,17266.25
92187,4,642.5
92201,17707,349461.75
92203,11193,246797.25
92210,2735,84611.5
92211,15453,329723.5
92220,10832,172583.5
92223,16950,276139.25
92231,1,68.5
92231,7800,133908.25
92231,1,3
92234,16499,355673.25
92236,8002,140248.25
92240,6295,119555
92241,11,264.75
92243,11502,206552.25
92249,9,630
92251,4256,72797
92253,18670,395389.75
92260,15239,329428.75
92262,11110,298752
92264,9259,240677.75
92270,10213,307804.25
92274,801,22592.5
92276,3287,58533.75
92277,4826,65275
92283,412,6905.75
92301,5848,84098
92305,0,
92307,11262,252584
92308,12856,261690
92311,6840,124958.5
92313,3616,52812.5
92314,4905,43295.75
92315,1485,21561.75
92316,8376,160933
92320,3452,53683
92321,399,3649.25
92324,13465,231253.75
92325,746,6233
92333,674,5245
92335,19501,348164.75
92336,23471,298219.75
92337,10152,314395.5
92342,2093,41409
92344,4356,70976.75
92345,24776,477220
92346,15288,191020.75
92350,33,2058
92352,1280,9951.25
92354,5666,73575.5
92358,13,209
92359,2718,39298
92363,99,1447
92373,9843,168852
92374,11710,233771.5
92376,17353,285568.25
92377,5701,98870.25
92378,107,1537.5
92386,172,744.5
92391,100,1432
92392,15436,254721.25
92394,8580,122827
92395,13609,264293
92399,18637,239224.5
92401,443,17007
92403,4,105.75
92404,12911,155235.25
92405,6300,60664.25
92407,14538,243372.75
92408,3917,231003.5
92410,9097,128416.25
92411,5902,65122.25
92415,162,6314.25
92418,10,1794
92501,5536,95232
92503,22287,381550.5
92504,15119,280706.25
92505,11343,179226.75
92506,15068,237945.25
92507,11411,377993.75
92508,10368,200028.25
92509,20073,333970.75
92518,758,35162.75
92522,8,411.5
92530,13935,208509.75
92532,6179,91298.75
92543,11404,194080
92544,14424,245105.25
92545,15506,274329
92548,2631,41322
92551,7596,154174
92553,16374,283642.25
92555,10963,189194.5
92557,13979,194444.75
92562,17741,334330.25
92563,18102,309645
92567,3936,70199.5
92570,16726,287650.75
92571,13371,231705.75
92582,5101,89376.75
92583,9476,155892
92584,16006,295750.25
92585,7522,136697.75
92586,9764,178773.5
92587,6402,106734.5
92590,956,92084.5
92591,11540,211441.75
92592,23608,389620.75
92595,11170,187713
92596,8073,147146
92602,5273,100775
92603,5515,119656.5
92604,7589,136875.5
92606,4664,154991.25
92610,3352,83782.75
92612,4418,114147.5
92614,5920,184343.25
92617,1619,45603.25
92618,7940,325680.75
92619,6,682
92620,12366,214060.5
92624,2753,41478.5
92625,5379,104881.25
92626,11740,354333.75
92627,14577,253628.5
92629,8748,147526.75
92630,15493,305501.75
92637,3281,116249.25
92646,18386,304941.75
92647,14131,327704.5
92648,12584,191586.75
92649,10681,241231.5
92651,10368,141017.5
92653,8000,184860.75
92655,1807,25507.75
92656,10812,169785.75
92657,3748,80816
92660,10311,271900.25
92661,1672,17537.5
92662,1366,10638.25
92663,6704,111131.75
92672,10604,191932.75
92673,9031,162439.5
92675,10382,220098.5
92676,85,2084
92677,17994,311062.5
92679,8722,138981
92683,21638,397772
92688,9540,168092
92691,13614,301564
92692,14141,230966.75
92694,5748,90324.25
92697,29,3657.25
92701,5862,126700.5
92703,10356,156940
92704,14508,338568.75
92705,12869,437886.75
92706,6613,111149.75
92707,10076,185814
92708,16050,353034
92780,11058,289960.25
92782,5421,109168.5
92801,9889,262853.5
92802,6969,183950.5
92804,14801,307005
92805,11730,277202.25
92806,7828,326763.25
92807,11071,275599
92808,5419,96817.25
92821,11182,305112.25
92823,1299,21399.5
92831,7362,262837.5
92832,5459,106116.5
92833,12261,250838
92835,7232,172067.5
92840,11140,205463.75
92841,7573,215009.5
92843,8288,160011
92844,4103,81710
92845,5317,97200.75
92860,10279,190797.75
92861,2254,65988
92865,5707,157038.25
92866,4146,69553
92867,11921,270656.25
92868,4338,132226.75
92869,10595,196714.25
92870,13773,262108.25
92879,10839,239663.25
92880,18030,342932.5
92881,8835,174941.75
92882,15775,265339
92883,9993,167619.75
92885,2,338.25
92886,15737,317580.75
92887,6369,124246.25
92899,3,3733.25
93001,9087,132064
93003,14678,339600.25
93004,8598,142461
93009,6,2987.5
93010,13877,304165
93012,11273,293030
93013,5489,105126.25
93021,10572,215267.25
93022,2400,34447.25
93023,7681,117839.25
93030,11624,282748.25
93033,14337,260608.75
93035,8690,119451.75
93036,9570,206014.25
93041,5148,102933.75
93042,92,9749.25
93043,102,14774.5
93060,8191,143758
93063,16113,294825
93064,68,3249.5
93065,21028,424184.75
93066,1291,27123
93067,71,770.25
93101,6756,105847
93102,10,485.25
93103,5501,84872
93105,7232,121111.75
93106,2,273
93108,5354,96437.75
93109,3762,52580.5
93110,5093,98066.5
93111,5706,120328.75
93117,9129,246242.25
93199,6,381
93202,710,12090.25
93215,10093,199045.25
93221,4340,85275.25
93223,2502,32331.25
93230,20141,409284.5
93235,374,4882.5
93245,332,4705
93247,3345,64360.75
93250,2707,50943.75
93257,18088,302269.75
93267,773,13863
93274,20943,495796
93277,16968,399302
93291,16927,497829.25
93292,11737,242216.5
93301,4322,109991.25
93304,13399,205454.75
93305,9890,145569.5
93306,16676,294264.5
93307,20571,376720.75
93308,18298,411741.75
93309,15898,349892.25
93311,14070,308816.5
93312,19437,410956
93313,13708,304553
93314,8909,207782.75
93401,10345,192712.75
93405,6729,124625.5
93407,213,21551.25
93408,2,565.5
93410,39,910.25
93420,10401,176190.75
93422,8119,128581.75
93424,240,3162
93433,4793,68776.75
93444,5498,86338.25
93445,2446,30621.5
93446,11724,252314.25
93449,4574,69002.75
93454,9615,208906
93455,14628,340506
93458,10037,199007.25
93465,2439,42053
93534,10631,194433.5
93535,16567,249551.25
93536,19969,342108
93543,668,8529
93550,18096,295697
93551,16275,289668.5
93552,10083,144307
93599,46,10758
93611,12230,253233.5
93612,9631,244310.5
93616,579,20150.5
93618,6957,128644
93619,7785,176802.25
93625,1990,46983.25
93631,4692,100811.75
93635,10292,132763
93636,620,17749.5
93637,9773,253395.5
93638,9390,160612
93646,1,4
93648,3156,59279.25
93650,1015,25506.75
93654,6845,142890.75
93657,7848,156680.75
93662,6744,122872.25
93673,15,154.5
93701,2865,49241
93702,10639,161640.5
93703,8620,166736.5
93704,9271,187137.75
93705,9389,165066.5
93706,10539,270427
93710,8039,219330
93711,12892,342902.75
93720,14721,317095
93721,1389,105942.25
93722,23281,506811.75
93723,2172,45509.25
93724,5,779.25
93725,5953,326239.5
93726,10003,225503.25
93727,19044,495977.25
93728,5156,79865.5
93730,4307,85537
93737,218,4424.25
93740,146,21093.5
93750,19,3163
93760,2,350.75
93761,7,337.75
93764,4,418.25
93765,19,817.25
93786,12,6797
93888,161,7831.5
93901,8284,266897
93905,9580,167552
93906,13312,229919.25
93907,2874,69774.25
93908,2116,44550.75
93923,5724,79171.75
93924,146,2467.25
93933,6419,125595
93940,8801,160483.25
93943,39,3073.5
93944,111,6555.5
93950,4723,50436.75
93953,1958,24110.5
93955,9021,156781.5
94002,7122,128723.25
94005,1327,55482.25
94010,11918,245189.75
94014,8409,97487
94015,12371,134247
94018,10,184
94019,5683,77978
94022,6693,137431.25
94024,7623,135985.25
94025,10910,228602.5
94027,2855,55512
94028,2180,51657.5
94030,5946,97044
94037,699,6923
94038,1001,9709.75
94040,6152,139548.5
94041,3174,56704.25
94043,6520,215609
94044,10843,122059.5
94061,8902,145786.75
94062,8346,132231.25
94063,6002,151720.75
94065,2861,63285.25
94066,10068,140246.75
94070,9713,199922
94080,15657,349360
94085,3902,138875.5
94086,8040,203282
94087,13880,277287
94089,5476,174678.25
94102,1258,32084.25
94103,2358,89786.5
94104,56,2387.75
94105,234,19555.75
94107,3305,94476.5
94108,668,12998.5
94109,3155,57942.25
94110,11006,105455.75
94111,242,18378.5
94112,15015,107153.25
94114,6231,52086.5
94115,3521,51159
94116,10949,76228.25
94117,4902,49891.5
94118,6938,65918.75
94121,8345,68423.75
94122,11407,81591.75
94123,3849,42234.25
94124,6995,190499.75
94127,6255,50876.75
94128,112,25964.5
94129,594,19719.25
94130,335,25978
94131,6522,58190
94132,4849,61888.5
94133,2375,45335.5
94134,7468,60941.75
94158,103,16654
94301,4205,51130.75
94303,9669,170536.75
94304,711,62867
94305,1207,50816.5
94306,6802,116557.25
94401,6148,100261.25
94402,7219,116164.5
94403,10010,190088.25
94404,7359,173098.25
94497,30,1677.5
94501,13872,263631.25
94502,4010,69421.25
94503,6147,172189
94505,5594,109120.75
94506,6942,120118
94507,5342,102113.75
94508,362,8664.25
94509,19083,353454.5
94510,9312,238973.75
94513,18813,355197.75
94514,8,194.25
94515,1834,31353.25
94516,37,215
94517,3848,71585.75
94518,7484,145468.5
94519,6194,97779.75
94520,6956,225450.75
94521,12314,226115.25
94523,9847,172621.25
94525,1221,16646.75
94526,10295,191156.5
94530,8174,114968.5
94531,12215,190383.5
94533,19407,388093.75
94534,12859,309368.25
94535,1162,40822.75
94536,16180,311811.5
94538,12840,496457.75
94539,14509,345562
94541,14455,237150
94542,3517,65455.25
94544,15388,380117.25
94545,8654,389352.75
94546,12884,200716.75
94547,6383,104210.5
94549,8515,147607.75
94550,15399,361285.5
94551,11484,296256
94552,4286,73075.75
94553,14679,252524.75
94555,8205,142478.25
94556,4498,98089.5
94558,20962,478613.5
94559,8594,159833.25
94560,11080,300617
94561,11994,197494.75
94563,5123,82030
94564,5884,99261.75
94565,23381,417054.75
94566,11753,230508
94568,11783,263676.25
94569,81,941.5
94572,2799,41761
94573,31,2800
94574,3478,74038.25
94576,42,539.25
94577,12816,354319.75
94578,8143,151405.75
94579,6215,96401
94580,7910,123172.75
94582,9625,154293
94583,10003,223760.5
94585,8387,128100.75
94587,16071,414233.25
94588,8077,202312
94589,8644,149932.25
94590,10725,151183.75
94591,17056,262639
94592,650,46586
94595,3792,88298
94596,4534,116317.5
94597,4718,84280.25
94598,7989,190164
94599,1227,25492.25
94601,9186,148656
94602,8270,93427.25
94603,7592,105363.75
94605,11934,155628.25
94606,5882,98118
94607,4017,133228.75
94608,5794,131727.25
94609,4918,64396.5
94610,5539,70222.5
94611,8721,109574.25
94612,1032,38955.75
94613,63,4227
94615,24,4821.5
94618,4985,58603.75
94619,7347,93385.25
94621,7201,198927
94660,1,564.5
94702,4783,55780.75
94703,4560,51700.25
94704,1772,40099.75
94705,3549,40261.75
94706,4615,52149.25
94707,4501,44686.75
94708,3649,33731.25
94709,1678,23456
94710,2325,82522.25
94720,243,18827
94801,6985,163549.5
94803,8103,121955.25
94804,11013,222187.25
94805,4732,58106.5
94806,13075,240707.25
94901,10260,225834.5
94903,8988,188901
94904,3159,58998.5
94920,4274,75014
94925,2922,52932
94928,10175,220389
94930,2034,21638.75
94931,3354,62836.25
94939,1762,30232.75
94941,8052,100042.25
94945,5912,115083.25
94947,6854,116234.25
94949,5199,105775
94951,2412,40106.5
94952,14213,250109
94954,12431,286618.25
94957,651,8641.5
94960,4474,56353.5
94964,202,8628.25
94965,2983,38388.5
94999,21,7648.25
95002,554,6580.5
95003,7601,106909
95004,20,316.25
95005,732,8429.5
95006,430,5157.75
95007,1,2.5
95008,11979,234451
95010,3000,43473.5
95012,1387,38862.25
95013,63,869.5
95014,14953,313434.5
95018,917,13219.75
95019,1590,28264.25
95020,13001,285752
95023,11938,260713.75
95030,4393,75353
95032,7821,157755.5
95033,44,479.75
95035,15211,408492
95037,78,1316
95039,40,3292.5
95043,30,445.25
95045,2,87.75
95050,8728,230057.75
95051,12169,273196
95053,31,4321.75
95054,4615,226427.25
95060,11489,180691.25
95062,11471,143434.75
95064,379,11265
95065,2086,32367.25
95066,3916,80978.75
95070,10682,235631
95073,3009,45655.5
95076,14485,271314
95101,4,3158.25
95110,3416,91604
95111,11144,197063
95112,10053,305974.75
95113,184,19408.75
95116,7634,126295
95117,4717,101170.75
95118,8668,170999.75
95119,2897,73377.25
95120,12254,243524.25
95121,8742,156775
95122,9199,192100.5
95123,15475,286367.75
95124,14839,265829
95125,15100,268322
95126,6272,121148
95127,13928,227572
95128,7907,143195
95129,9301,192268.25
95130,3671,64779
95131,6383,264874
95132,9989,188263
95133,5278,131804.25
95134,1956,124119.75
95135,5437,111151.5
95136,9657,179302
95138,4906,102815.25
95139,1905,31931
95140,174,2714.25
95141,46,2598
95148,11348,187835.75
95190,84,10195
95191,10,347.5
95196,2,110.5
95202,1159,51377
95203,4651,169915
95204,10125,177589.5
95205,10858,250910.25
95206,17705,540162.25
95207,11676,286056.75
95208,3,190.5
95209,12154,238717.75
95210,9271,188561
95211,80,8086.75
95212,7685,155726.25
95213,4,3529
95215,7190,252325.5
95219,7577,145338.75
95220,739,19979.25
95231,1260,37278.5
95240,11976,298637.5
95242,8202,159236.25
95258,1324,21304.75
95301,11625,262828.25
95307,11972,227361.25
95316,2165,41096.25
95319,5,84.25
95320,4457,102062.5
95322,486,9284
95326,3982,89730
95328,1096,17187.75
95330,3913,163741.75
95334,24,315.5
95336,14723,366801.75
95337,9560,207352.25
95340,11580,223488.75
95341,8058,176563.75
95343,57,1087.5
95348,8676,184455.5
95350,15995,300905.5
95351,12548,214578.25
95354,8510,240504.5
95355,17682,321298
95356,10961,289894.5
95357,5150,153536.5
95358,8811,180695.5
95361,10197,226774
95366,5707,136134.25
95367,7467,141326.25
95368,4311,78299.25
95380,12703,331111.75
95381,55,1013.75
95382,11477,245741.25
95388,3709,76083.5
95389,59,1650.75
95401,10852,200147.75
95403,13127,290555.5
95404,11666,180140.5
95405,7149,111747
95407,10959,223664.5
95409,9794,170408.25
95431,2,17.75
95433,18,243.25
95436,1134,15876.25
95439,460,6917
95441,77,2900.75
95442,1209,22983.5
95444,224,4607
95448,6363,127735.5
95452,666,10619
95470,523,10603.75
95472,12473,175120.5
95476,14869,274893.25
95482,7391,170197.25
95492,9341,165097.25
95501,8978,164042.75
95503,6489,96388
95519,5434,95623.75
95521,4681,100533.5
95537,114,1692.75
95564,41,897.5
95602,4044,78359.25
95603,9850,172526.75
95605,3476,87570.5
95608,18159,321914.25
95610,12172,200909
95612,87,1756.5
95616,9502,192057
95618,7296,130319.5
95619,1136,20411.75
95620,41,1111.75
95621,12917,193792.5
95623,747,13245
95624,20449,391407.75
95625,21,319.75
95626,2189,31793.75
95628,13781,214757
95630,21939,429120.25
95648,19468,428222.5
95650,5749,102898.25
95652,456,65748.25
95655,1493,47383.75
95658,3146,50706
95660,9264,171828
95661,7214,174212.25
95662,11658,175731.75
95663,1474,22044.25
95664,25,439
95667,6169,129182
95670,15810,326685.75
95672,1982,34734
95673,6557,93246.5
95677,8574,171231.25
95678,12236,263452.75
95682,9420,176859
95683,63,1567.75
95687,17956,269799.5
95688,10405,202243.25
95691,11858,331995.25
95692,24,1001.5
95695,9400,154125
95703,59,544.25
95713,1508,22125
95722,210,2073.5
95742,4654,190817.25
95746,8181,146379.75
95747,20506,367729
95757,12872,241785
95758,18909,318388.25
95762,14141,289541.5
95765,10725,235012.5
95776,6123,232793
95799,6,1047
95811,1588,92826.25
95813,10,4302.25
95814,1038,61216.75
95815,6437,160602
95816,3864,63051.5
95817,3835,54995.75
95818,5518,74034.5
95819,6037,71726.75
95820,11506,142317.5
95821,9405,177378
95822,14110,217321.75
95823,18491,348751.25
95824,7176,117107.25
95825,5820,149755.25
95826,11635,284458
95827,6485,166500.75
95828,17616,420933.25
95829,9125,161745.75
95830,467,9777.25
95831,13182,233601.25
95832,2868,49109.75
95833,9472,138351
95834,6350,222845.25
95835,10873,174992
95836,5,213
95837,145,11706
95838,10121,185718.75
95841,5127,112756.5
95842,8105,133808.25
95843,12595,173471
95864,8691,150996.5
95867,2,74.25
95894,14,1907.75
95901,8315,173254.75
95917,29,415.75
95926,9298,154318
95928,9694,218526.5
95938,98,1567.75
95945,4618,79144.25
95949,2074,29420
95953,112,2655.5
95959,621,11942.75
95961,5871,107446.75
95965,5021,109827.5
95966,10436,156917.5
95968,565,6363.75
95973,10205,195017
95982,861,15750
95991,11542,244085.25
95993,12404,288698.5
96001,12262,225817.5
96002,11374,217075.25
96003,16418,323569.75
96007,8386,144906
96008,165,2579
96019,3221,48012
96022,20,547
96061,3,76.5
96062,26,403.25
96069,1,20
96073,1277,23941.25
96087,90,989.25
96089,11,137
96161,1842,42105
96701,8174,219856
96706,15806,278553.5
96707,9544,269845.75
96720,4536,121681.75
96725,105,1808.5
96732,6051,170448.5
96734,6210,126655.25
96740,9978,238782.5
96744,9919,168782.75
96753,8445,188355.75
96761,5347,137509.5
96779,911,15439.25
96782,8982,217325.5
96786,5936,134633
96789,13578,259616.75
96793,7284,127747.75
96795,26,657.75
96797,13365,315843.75
96813,3419,105870.75
96814,1157,63731.5
96815,2785,69080.25
96816,13374,243497.25
96817,8146,267127.5
96818,8323,302390.5
96819,8560,313457.5
96821,6530,144793
96822,6601,155186.75
96825,7942,195930
96826,2627,67224.25
96848,37,3590.75
96850,1,674.5
96853,56,4751.5
96857,393,18652.75
96860,79,9439
97002,421,12842.25
97003,4722,64004.25
97004,750,12589.25
97005,5375,184986.5
97006,10965,226345.5
97007,18381,250352
97008,6776,137896.5
97009,242,4446.5
97013,1234,22181.75
97015,6343,218753.25
97019,1,26.75
97024,2698,59125
97027,3485,53501.5
97030,8637,196407.5
97034,4812,72351.75
97035,5395,98830.5
97045,16736,279959.75
97048,909,14592.25
97060,6173,128306.75
97062,7529,239677.25
97068,9126,132157.75
97070,6161,189836.5
97078,14,2697.25
97080,12253,200093.5
97086,7749,130334.75
97089,5528,82291.75
97113,3437,66964
97116,7243,149697.75
97123,11645,220017.5
97124,12762,349410.25
97140,7316,136269.25
97201,1542,38237.25
97202,11488,164153.5
97203,9315,233313.25
97204,160,11357.5
97205,543,17617.75
97206,16612,180528.75
97208,3,1923.5
97209,897,56005.25
97210,2931,172260.75
97211,10525,156867.75
97212,7734,68546.25
97213,9997,111636
97214,6747,110156
97215,5539,59005.75
97216,4507,75970
97217,11847,263859.25
97218,4685,109759
97219,10917,149578.25
97220,8743,194352.25
97221,3458,54442.5
97222,10130,220743
97223,13076,249249.5
97224,10835,214132.25
97225,6129,123965.5
97227,1322,43078.25
97229,17607,250972.5
97230,10959,383212.75
97231,1197,25672.5
97232,2957,73715.75
97233,8123,135272.75
97236,8838,129991.25
97239,3370,56048.75
97258,1,96.25
97266,8992,130730.25
97267,9580,158829.25
97301,13875,374671.5
97302,12435,296556
97303,12092,239044.5
97304,9200,176602
97305,10891,247088.75
97306,9121,153914.5
97310,31,4688
97312,1,394
97317,6226,139063.25
97321,8690,185666
97322,10056,240989.75
97330,10377,227266.25
97331,103,19573.5
97333,5904,114953
97338,5362,101485.25
97351,2726,63155
97355,6904,127640.75
97361,2611,51336.5
97370,1931,38254.5
97371,199,9145.25
97389,718,34764.75
97392,1007,19788.75
97401,9680,220855.25
97402,17078,463892.25
97403,2211,50492
97404,11658,184796.25
97405,11724,175426.75
97408,4613,98556.5
97432,19,245.5
97448,173,2837.5
97455,3,36.75
97457,1,12
97470,5723,111045.25
97471,6301,138480.75
97477,11793,254782.75
97478,10056,178351
97495,184,3073.75
97496,2155,35578.5
97501,15898,328046.25
97502,11250,209882.5
97503,3225,96679
97504,15891,345434
97524,3150,62893.75
97526,8784,180310.75
97527,6049,108225.5
97530,1179,14459.25
97532,220,7056
97535,1779,33923.5
97540,44,522.25
97604,30,709.75
97701,10775,217867
97702,12145,215194
97703,7801,139114.25
97801,5319,94494.75
97826,5,267.5
97838,7073,141541
97875,822,11131.75
97882,1046,23226.75
98001,11395,376795.25
98002,8871,174920.5
98003,9778,226668
98004,5861,142976.25
98005,3866,134603
98006,10360,147583.75
98007,3730,93234.75
98008,5894,85181.5
98010,1209,14087.25
98011,5853,100566.5
98012,15725,202822.25
98014,936,15423.5
98019,2227,26246.75
98020,5864,100663
98021,8818,138349.25
98022,8250,131509.5
98023,12818,180254
98024,1302,15936
98026,10207,151109
98027,4890,90689.75
98028,5743,78067
98029,5843,73522.5
98030,7415,122236
98031,10234,170110.5
98032,7703,562592.5
98033,9227,154666.75
98034,10841,171678
98036,10098,189260.25
98037,6788,115879.25
98038,8120,76201
98039,1049,16324.25
98040,5996,98228.5
98042,12489,164885.75
98043,5062,76442.75
98045,273,4103.5
98047,1977,33855.5
98051,271,3166.25
98052,12371,298351.25
98053,5760,82612.75
98055,5432,82678.5
98056,9107,129284.5
98057,3006,204871
98058,11482,144860
98059,10467,123398
98065,3901,43279.75
98070,4828,59112.25
98072,5779,155526.75
98074,5973,65709.75
98075,5365,60754.75
98077,2698,30513
98087,7202,108484
98092,12912,180855.75
98101,320,20860.75
98102,2848,43882.25
98103,12186,128887.25
98104,499,28843.75
98105,6946,101466
98106,6782,104922.25
98107,5278,83360.5
98108,7365,230673.25
98109,3145,85225.5
98110,6485,84932.25
98112,5452,57587.5
98115,13010,135559.5
98116,7073,72390.25
98117,11025,94082.75
98118,11431,140243
98119,4301,79981.75
98121,336,21666.25
98122,5622,76469.5
98125,7819,105215.5
98126,6525,68720.75
98133,9928,167041.75
98134,968,159684.5
98136,5123,48177.25
98144,7104,89498.75
98146,7791,97850.25
98148,2353,59787
98154,1,150.25
98155,7732,100233
98158,43,14352
98164,3,227.25
98166,6610,102653
98168,8710,165841.75
98174,1,117
98177,6348,86083.5
98178,7475,87227
98181,1,653.75
98188,5792,224091
98195,40,4806.5
98198,8771,148631.25
98199,6410,77698
98201,8584,154012.5
98203,10427,228616.5
98204,6772,188956.25
98207,67,6656.5
98208,14793,211729.5
98221,148,1988
98223,7151,158907.75
98225,12445,247904.25
98226,8595,215296
98229,6819,111220
98232,101,2293
98233,4368,133244.25
98258,14119,170817.75
98270,15136,211147.25
98271,6440,132057.75
98272,6501,138782.75
98273,7215,165000.25
98274,3882,67422.25
98275,5772,119322.25
98277,7776,152829.25
98278,45,8588.75
98284,4289,75232
98290,10220,150645
98294,1270,14994.75
98296,9048,119680.75
98310,6021,94526
98311,7115,99729.5
98312,7769,108118.75
98314,81,9346.25
98315,693,18730.5
98321,6325,87990.25
98323,42,277.25
98327,2873,71062.75
98332,2655,36645.25
98333,447,5530.75
98335,4066,84966.25
98337,2204,37844.25
98338,5748,67842.5
98345,112,6618
98353,8,103
98354,2243,37001
98359,1873,23389
98360,4588,67605.75
98366,11328,165193.25
98367,6661,88816
98370,1523,16231.75
98371,8219,162707.25
98372,8237,134767.75
98373,7060,115340.75
98374,11402,163120.5
98375,8904,132310.25
98383,4371,80806.25
98385,25,470.5
98387,14060,178296.75
98388,2060,32504.5
98390,4319,189580
98391,15186,189466.5
98402,628,36160.5
98403,1880,23866.75
98404,10532,123577.75
98405,7045,96637.25
98406,7583,110440.75
98407,7902,95988
98408,7309,83448.5
98409,7420,183721.5
98413,1,1659.75
98416,33,1721.5
98417,9,203.25
98418,3721,35198
98419,19,285.75
98421,695,105017.5
98422,7378,116757
98424,3241,173636
98433,3285,140048.5
98438,155,21287.5
98439,1103,44497.75
98443,2561,35872
98444,8472,149492.25
98445,10192,142789.5
98446,4643,72899.25
98447,1,129.5
98465,1990,34631.25
98466,7711,142874
98467,3656,56376.75
98498,8017,131860.5
98499,7084,211345
98501,13246,278014.5
98502,6031,111691.25
98503,10487,194073.75
98505,44,3612.25
98506,4367,67584.75
98512,6462,124823.75
98513,9234,136153.25
98516,3167,97659.75
98604,8962,112872.5
98606,2564,38566.5
98607,9623,162756.25
98611,713,12128
98616,1,81.75
98626,5269,94902.25
98629,1,5
98632,12079,262082.25
98642,5070,77500.5
98660,3585,108829
98661,11491,266631.75
98662,10341,190857
98663,4843,70464.25
98664,6723,115554.25
98665,8002,161489.25
98671,5707,97288.25
98682,16549,289306.5
98683,9447,175087.25
98684,7811,141840.5
98685,9646,167138.5
98686,6337,103664.75
98801,11199,240458.5
98802,9279,150326.75
98828,31,584.25
98837,10156,204150
98901,4795,131513.5
98902,13382,273171.25
98903,5826,180670.25
98908,11873,249620.25
98922,4,92.75
98926,6710,125690
98937,368,6239.25
98942,4598,109057
99004,870,29025.5
99005,166,1661.25
99016,5829,73517.5
99019,3243,68372
99021,2747,36477.5
99023,31,433.75
99025,1907,21711.75
99026,469,5803.25
99027,3345,41524.5
99036,1,13.25
99037,4724,74411
99201,2870,85245
99202,5138,173348
99203,4734,49588.5
99204,939,19259.75
99205,15240,142363
99206,11192,195722
99207,9660,125781.75
99208,14734,230509.75
99212,7627,183969.5
99216,7244,187365.75
99217,7647,126154.75
99218,3250,85770.25
99223,8682,132230.25
99224,6119,141078.5
99251,148,3208.5
99252,15,2568.75
99256,3,393.5
99258,38,6583.75
99260,24,2845.5
99301,21553,482112.75
99320,191,2103
99323,1735,26246.25
99336,13541,268295.25
99337,12785,206060.5
99338,4971,78439.75
99352,9964,145478.75
99353,4364,52262.5
99354,7228,116622.5
99403,6493,82748.75
99501,3286,122159.75
99502,5563,107313
99503,2608,115693.25
99504,7556,109528.75
99506,1490,54113.5
99507,7500,111168.25
99508,4559,101472.5
99509,78,5128.5
99513,1,1097
99515,5377,110875.75
99516,3392,39138
99517,3693,56939
99518,2966,106246.5
99530,24,5765
99599,1,30.75
99701,4208,164753.25
99703,535,36241.5
99709,4003,109819.25
99712,298,4322.75
603,5349,91350.25
604,494,16626.75
605,1,35.25
612,3479,66546.25
614,954,19757.25
646,3064,49813.5
660,1194,13652
676,1,7
680,5185,85387.75
681,18,645.5
682,2145,56769.75
716,3992,81353.75
717,2026,30459.25
728,2711,35587.75
729,2182,40117.75
730,8784,125793.25
731,757,12773
732,3,77.5
733,430,3524.5
734,3,1132.5
783,15,416.75
901,1215,30969.75
906,3,255
907,430,17109.5
908,23,608.25
909,865,17863.5
910,1650,35762.75
911,1351,17656.5
912,718,10715
913,320,6398.75
914,5,49.75
915,2648,27924.75
916,78,1075.25
917,2091,43856.25
918,690,47690.25
919,2265,33040.5
920,4126,86603.75
921,5977,88887
923,1399,23444.75
924,5994,115186.75
925,1389,37537
926,9844,171499.25
927,1424,34304.25
928,1,20.75
929,154,3363.5
931,11,426.75
934,77,1254
935,4,111
936,131,5751.25
940,13,1037.5
949,6976,92763
953,1123,22168.75
956,10182,137802
957,7996,118538.25
959,8160,152372.75
960,27,642.75
961,6895,115364.25
962,2778,45148.5
963,5,175.25
966,2772,58180.25
968,103,16968.25
969,8753,164148.25
970,17,220.75
971,468,7218.25
976,2829,48571.25
977,25,460.25
979,1148,34245.75
981,1,940.5
982,287,4071.75
983,6642,117650
984,1402,37645
985,4672,83813.5
987,4931,88626.75
1001,4579,103549.75
1002,1958,47308.5
1003,79,8067.25
1007,3,52.5
1013,5684,79910.5
1020,8530,137208.25
1022,834,59539.25
1027,4292,50637.5
1028,4799,96625.75
1030,3730,40700
1033,1818,24038.75
1035,498,23503.75
1036,40,535.75
1040,7690,157709.75
1056,4573,70728.75
1068,14,117.5
1073,2056,25973
1075,4530,67186.25
1077,2339,37749.75
1085,9912,216540.25
1089,7224,149814.5
1095,1108,20033
1101,1,980.75
1103,194,17252
1104,5299,124301.75
1105,1362,28054.75
1106,3356,41050.75
1107,1386,23169.25
1108,4415,38235.75
1109,5097,66097.75
1118,3526,37756
1119,3193,40328.25
1128,819,8187.75
1129,2104,32135.75
1144,3,619.75
1151,2136,33806.25
1152,26,5145.5
1199,16,985.25
1201,6595,104556.75
1237,166,1693.25
1238,34,1205.75
1240,921,21192.5
1242,46,468.5
1266,27,205.5
